"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"2308";"WP1513";"WP1513    ";"Drechterland                       ";"GM0498    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2309";"WP1882";"WP1882    ";"Zaanstad                           ";"GM0479    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2310";"WP2718";"WP2718    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2311";"WP1606";"WP1606    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2312";"WP3413";"WP3413    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2313";"WP2474";"WP2474    ";"Winsum                             ";"GM0053    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2314";"WP2750";"WP2750    ";"Beuningen                          ";"GM0209    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2315";"WP3073";"WP3073    ";"Oldebroek                          ";"GM0269    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2316";"WP2166";"WP2166    ";"Coevorden                          ";"GM0109    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2317";"WP2167";"WP2167    ";"Coevorden                          ";"GM0109    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2318";"WP3572";"WP3572    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2319";"WP2734";"WP2734    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2320";"WP1087";"WP1087    ";"Wierden                            ";"GM0189    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2321";"WP3187";"WP3187    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2322";"WP2436";"WP2436    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2323";"WP3414";"WP3414    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2324";"WP2564";"WP2564    ";"Wijchen                            ";"GM0296    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2325";"WP1686";"WP1686    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2326";"WP1514";"WP1514    ";"Drechterland                       ";"GM0498    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2327";"WP2288";"WP2288    ";"Wormerland                         ";"GM0880    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2328";"WP1380";"WP1380    ";"Olst-Wijhe                         ";"GM1773    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2329";"WP3162";"WP3162    ";"De Wolden                          ";"GM1690    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2330";"WP3552";"WP3552    ";"Beverwijk                          ";"GM0375    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2331";"WP1302";"WP1302    ";"Wijk bij Duurstede                 ";"GM0352    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2332";"WP1957";"WP1957    ";"Aalburg                            ";"GM0738    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2333";"WP1236";"WP1236    ";"Gulpen-Wittem                      ";"GM1729    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2334";"WP2893";"WP2893    ";"Harlingen                          ";"GM0072    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2335";"WP2361";"WP2361    ";"Nuth                               ";"GM0951    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2336";"WP2212";"WP2212    ";"Montferland                        ";"GM1955    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2337";"WP1986";"WP1986    ";"Molenwaard                         ";"GM1927    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2338";"WP3358";"WP3358    ";"Opsterland                         ";"GM0086    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2339";"WP3026";"WP3026    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2340";"WP1979";"WP1979    ";"Mill en Sint Hubert                ";"GM0815    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2341";"WP1241";"WP1241    ";"Veendam                            ";"GM0047    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2342";"WP3278";"WP3278    ";"Smallingerland                     ";"GM0090    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2343";"WP1827";"WP1827    ";"Goes                               ";"GM0664    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2344";"WP3127";"WP3127    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2345";"WP2719";"WP2719    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2346";"WP1317";"WP1317    ";"Moerdijk                           ";"GM1709    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2347";"WP1931";"WP1931    ";"De Ronde Venen                     ";"GM0736    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2348";"WP2613";"WP2613    ";"Voorst                             ";"GM0285    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2349";"WP2260";"WP2260    ";"Marum                              ";"GM0025    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2350";"WP2898";"WP2898    ";"Kampen                             ";"GM0166    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2351";"WP2920";"WP2920    ";"Tynaarlo                           ";"GM1730    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2352";"WP2820";"WP2820    ";"Sittard-Geleen                     ";"GM1883    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2353";"WP2521";"WP2521    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2354";"WP1836";"WP1836    ";"Ten Boer                           ";"GM0009    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2355";"WP1471";"WP1471    ";"Oldambt                            ";"GM1895    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2356";"WP2753";"WP2753    ";"Beuningen                          ";"GM0209    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2357";"WP2033";"WP2033    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2358";"WP2475";"WP2475    ";"Winsum                             ";"GM0053    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2359";"WP2997";"WP2997    ";"Eersel                             ";"GM0770    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2360";"WP1478";"WP1478    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2361";"WP1486";"WP1486    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2362";"WP1487";"WP1487    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2363";"WP1485";"WP1485    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2364";"WP1480";"WP1480    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2365";"WP1482";"WP1482    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2366";"WP1479";"WP1479    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2367";"WP1484";"WP1484    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2368";"WP1481";"WP1481    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2369";"WP1483";"WP1483    ";"Winterswijk                        ";"GM0294    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2370";"WP3457";"WP3457    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2371";"WP3545";"WP3545    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2372";"WP3191";"WP3191    ";"Noord-Beveland                     ";"GM1695    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2373";"WP2556";"WP2556    ";"Ommen                              ";"GM0175    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2374";"WP2325";"WP2325    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2375";"WP2720";"WP2720    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2376";"WP3128";"WP3128    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2377";"WP1233";"WP1233    ";"Gulpen-Wittem                      ";"GM1729    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2378";"WP3027";"WP3027    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2379";"WP2034";"WP2034    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2380";"WP2035";"WP2035    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2381";"WP1004";"WP1004    ";"Woensdrecht                        ";"GM0873    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2382";"WP1071";"WP1071    ";"Woerden                            ";"GM0632    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2383";"WP2669";"WP2669    ";"Nieuwkoop                          ";"GM0569    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2384";"WP3158";"WP3158    ";"Medemblik                          ";"GM0420    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2385";"WP3245";"WP3245    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2386";"WP2989";"WP2989    ";"Renkum                             ";"GM0274    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2387";"WP1828";"WP1828    ";"Goes                               ";"GM0664    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2388";"WP2425";"WP2425    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2389";"WP1833";"WP1833    ";"Ten Boer                           ";"GM0009    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2390";"WP1744";"WP1744    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2391";"WP2036";"WP2036    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
